Sample Name*,Concentration* (ng/ul),Volume* (ul),Tube or Plate Label*,Sample Container*,Plate location (well #)* required if samples provided in a plate.,Sample Format*,Was Sample DNAse treated?*,Known / Suspected Organisms,Biosafety Material Category*,Sample Isolation Method*,Collection Year*,Collection Month*,Collection Day*,Sample Isolated From*,Collection Site or Growth Conditions* (required for RNA samples),Latitude*,Longitude*,Depth* (in meters) or minimum depth if a range,Maximum depth (in meters) if a range,Elevation* (in meters) or minimum elevation if a range,Maximum elevation (in meters) if a range,Country*,Sample Contact Name,Seq Project PI Name (No edit),Proposal ID (No edit),Control Type,Control Organism Name,Control Organism Tax ID,Internal Collaborator Sample Name
Uncultured microbe JGI dim_BP9735_FULL.1_D19,10,25,XUPVQ-6,384,D19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D19
Uncultured microbe JGI dim_BP9735_FULL.1_E19,10,25,XUPVQ-6,384,E19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E19
Uncultured microbe JGI dim_BP9735_FULL.1_F19,10,25,XUPVQ-6,384,F19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F19
Uncultured microbe JGI dim_BP9735_FULL.1_G19,10,25,XUPVQ-6,384,G19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G19
Uncultured microbe JGI dim_BP9735_FULL.1_H19,10,25,XUPVQ-6,384,H19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H19
Uncultured microbe JGI dim_BP9735_FULL.1_I19,10,25,XUPVQ-6,384,I19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I19
Uncultured microbe JGI dim_BP9735_FULL.1_J19,10,25,XUPVQ-6,384,J19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J19
Uncultured microbe JGI dim_BP9735_FULL.1_K19,10,25,XUPVQ-6,384,K19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K19
Uncultured microbe JGI dim_BP9735_FULL.1_L19,10,25,XUPVQ-6,384,L19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L19
Uncultured microbe JGI dim_BP9735_FULL.1_M19,10,25,XUPVQ-6,384,M19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M19
Uncultured microbe JGI dim_BP9735_FULL.1_N19,10,25,XUPVQ-6,384,N19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N19
Uncultured microbe JGI dim_BP9735_FULL.1_O19,10,25,XUPVQ-6,384,O19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O19
Uncultured microbe JGI dim_BP9735_FULL.1_P19,10,25,XUPVQ-6,384,P19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P19
Uncultured microbe JGI dim_BP9735_FULL.1_A20,10,25,XUPVQ-6,384,A20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A20
Uncultured microbe JGI dim_BP9735_FULL.1_B20,10,25,XUPVQ-6,384,B20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B20
Uncultured microbe JGI dim_BP9735_FULL.1_C20,10,25,XUPVQ-6,384,C20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C20
Uncultured microbe JGI dim_BP9735_FULL.1_D20,10,25,XUPVQ-6,384,D20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D20
Uncultured microbe JGI dim_BP9735_FULL.1_E20,10,25,XUPVQ-6,384,E20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E20
Uncultured microbe JGI dim_BP9735_FULL.1_F20,10,25,XUPVQ-6,384,F20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F20
Uncultured microbe JGI dim_BP9735_FULL.1_G20,10,25,XUPVQ-6,384,G20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G20
Uncultured microbe JGI dim_BP9735_FULL.1_H20,10,25,XUPVQ-6,384,H20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H20
Uncultured microbe JGI dim_BP9735_FULL.1_I20,10,25,XUPVQ-6,384,I20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I20
Uncultured microbe JGI dim_BP9735_FULL.1_J20,10,25,XUPVQ-6,384,J20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J20
Uncultured microbe JGI dim_BP9735_FULL.1_K20,10,25,XUPVQ-6,384,K20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K20
Uncultured microbe JGI dim_BP9735_FULL.1_L20,10,25,XUPVQ-6,384,L20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L20
Uncultured microbe JGI dim_BP9735_FULL.1_M20,10,25,XUPVQ-6,384,M20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M20
Uncultured microbe JGI dim_BP9735_FULL.1_N20,10,25,XUPVQ-6,384,N20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N20
Uncultured microbe JGI dim_BP9735_FULL.1_O20,10,25,XUPVQ-6,384,O20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O20
Uncultured microbe JGI dim_BP9735_FULL.1_P20,10,25,XUPVQ-6,384,P20,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P20
Uncultured microbe JGI dim_BP9735_FULL.1_A21,10,25,XUPVQ-6,384,A21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A21
Uncultured microbe JGI dim_BP9735_FULL.1_B21,10,25,XUPVQ-6,384,B21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B21
Uncultured microbe JGI dim_BP9735_FULL.1_C21,10,25,XUPVQ-6,384,C21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C21
Uncultured microbe JGI dim_BP9735_FULL.1_D21,10,25,XUPVQ-6,384,D21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D21
Uncultured microbe JGI dim_BP9735_FULL.1_E21,10,25,XUPVQ-6,384,E21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E21
Uncultured microbe JGI dim_BP9735_FULL.1_F21,10,25,XUPVQ-6,384,F21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F21
Uncultured microbe JGI dim_BP9735_FULL.1_G21,10,25,XUPVQ-6,384,G21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G21
Uncultured microbe JGI dim_BP9735_FULL.1_H21,10,25,XUPVQ-6,384,H21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H21
Uncultured microbe JGI dim_BP9735_FULL.1_I21,10,25,XUPVQ-6,384,I21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I21
Uncultured microbe JGI dim_BP9735_FULL.1_J21,10,25,XUPVQ-6,384,J21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J21
Uncultured microbe JGI dim_BP9735_FULL.1_K21,10,25,XUPVQ-6,384,K21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K21
Uncultured microbe JGI dim_BP9735_FULL.1_L21,10,25,XUPVQ-6,384,L21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L21
Uncultured microbe JGI dim_BP9735_FULL.1_M21,10,25,XUPVQ-6,384,M21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M21
Uncultured microbe JGI dim_BP9735_FULL.1_N21,10,25,XUPVQ-6,384,N21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N21
Uncultured microbe JGI dim_BP9735_FULL.1_O21,10,25,XUPVQ-6,384,O21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O21
Uncultured microbe JGI dim_BP9735_FULL.1_P21,10,25,XUPVQ-6,384,P21,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P21
Uncultured microbe JGI dim_BP9735_FULL.1_A22,10,25,XUPVQ-6,384,A22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A22
Uncultured microbe JGI dim_BP9735_FULL.1_B22,10,25,XUPVQ-6,384,B22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B22
Uncultured microbe JGI dim_BP9735_FULL.1_C22,10,25,XUPVQ-6,384,C22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C22
Uncultured microbe JGI dim_BP9735_FULL.1_D22,10,25,XUPVQ-6,384,D22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D22
Uncultured microbe JGI dim_BP9735_FULL.1_E22,10,25,XUPVQ-6,384,E22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E22
Uncultured microbe JGI dim_BP9735_FULL.1_F22,10,25,XUPVQ-6,384,F22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F22
Uncultured microbe JGI dim_BP9735_FULL.1_G22,10,25,XUPVQ-6,384,G22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G22
Uncultured microbe JGI dim_BP9735_FULL.1_H22,10,25,XUPVQ-6,384,H22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H22
Uncultured microbe JGI dim_BP9735_FULL.1_I22,10,25,XUPVQ-6,384,I22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I22
Uncultured microbe JGI dim_BP9735_FULL.1_J22,10,25,XUPVQ-6,384,J22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J22
Uncultured microbe JGI dim_BP9735_FULL.1_K22,10,25,XUPVQ-6,384,K22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K22
Uncultured microbe JGI dim_BP9735_FULL.1_L22,10,25,XUPVQ-6,384,L22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L22
Uncultured microbe JGI dim_BP9735_FULL.1_M22,10,25,XUPVQ-6,384,M22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M22
Uncultured microbe JGI dim_BP9735_FULL.1_N22,10,25,XUPVQ-6,384,N22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N22
Uncultured microbe JGI dim_BP9735_FULL.1_O22,10,25,XUPVQ-6,384,O22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O22
Uncultured microbe JGI dim_BP9735_FULL.1_P22,10,25,XUPVQ-6,384,P22,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P22
Uncultured microbe JGI dim_BP9735_FULL.1_A23,10,25,XUPVQ-6,384,A23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A23
Uncultured microbe JGI dim_BP9735_FULL.1_B23,10,25,XUPVQ-6,384,B23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B23
Uncultured microbe JGI dim_BP9735_FULL.1_C23,10,25,XUPVQ-6,384,C23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C23
Uncultured microbe JGI dim_BP9735_FULL.1_D23,10,25,XUPVQ-6,384,D23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D23
Uncultured microbe JGI dim_BP9735_FULL.1_E23,10,25,XUPVQ-6,384,E23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E23
Uncultured microbe JGI dim_BP9735_FULL.1_F23,10,25,XUPVQ-6,384,F23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F23
Uncultured microbe JGI dim_BP9735_FULL.1_G23,10,25,XUPVQ-6,384,G23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G23
Uncultured microbe JGI dim_BP9735_FULL.1_H23,10,25,XUPVQ-6,384,H23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H23
Uncultured microbe JGI dim_BP9735_FULL.1_I23,10,25,XUPVQ-6,384,I23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I23
Uncultured microbe JGI dim_BP9735_FULL.1_J23,10,25,XUPVQ-6,384,J23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J23
Uncultured microbe JGI dim_BP9735_FULL.1_K23,10,25,XUPVQ-6,384,K23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K23
Uncultured microbe JGI dim_BP9735_FULL.1_L23,10,25,XUPVQ-6,384,L23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L23
Uncultured microbe JGI dim_BP9735_FULL.1_M23,10,25,XUPVQ-6,384,M23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M23
Uncultured microbe JGI dim_BP9735_FULL.1_N23,10,25,XUPVQ-6,384,N23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N23
Uncultured microbe JGI dim_BP9735_FULL.1_O23,10,25,XUPVQ-6,384,O23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O23
Uncultured microbe JGI dim_BP9735_FULL.1_P23,10,25,XUPVQ-6,384,P23,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P23
Uncultured microbe JGI empty_BP9735_FULL.1_A24,10,25,XUPVQ-6,384,A24,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,negative,,,BP9735_FULL.1_A24
Uncultured microbe JGI empty_BP9735_FULL.1_B24,10,25,XUPVQ-6,384,B24,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,negative,,,BP9735_FULL.1_B24
Uncultured microbe JGI empty_BP9735_FULL.1_C24,10,25,XUPVQ-6,384,C24,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,negative,,,BP9735_FULL.1_C24
Uncultured microbe JGI empty_BP9735_FULL.1_D24,10,25,XUPVQ-6,384,D24,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,negative,,,BP9735_FULL.1_D24
Uncultured microbe JGI empty_BP9735_FULL.1_E24,10,25,XUPVQ-6,384,E24,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,negative,,,BP9735_FULL.1_E24
Uncultured microbe JGI empty_BP9735_FULL.1_F24,10,25,XUPVQ-6,384,F24,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,negative,,,BP9735_FULL.1_F24
Uncultured microbe JGI empty_BP9735_FULL.1_G24,10,25,XUPVQ-6,384,G24,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,negative,,,BP9735_FULL.1_G24
Uncultured microbe JGI empty_BP9735_FULL.1_H24,10,25,XUPVQ-6,384,H24,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,negative,,,BP9735_FULL.1_H24
